time,open,high,low,close,Reistance Level,Support Level,Volume
1522368000,7082.3125,7273.4,6575,6835.18,19804.2475,5893.765,91502.9633023
1522454400,6832.585,7218.475,6784.1675,6922.18,19804.2475,5893.765,40804.88420163
1522540800,6923.4725,7042.6675,6442.2625,6812.6375,19804.2475,5893.765,52485.23802946
1522627200,6815.535,7113.6025,6766.27,7050.615,19804.2475,5893.765,42700.392636
1522713600,7050.59,7514.135,7012.0125,7418.625,19804.2475,5893.765,54619.65304992
1522800000,7417.265,7427.1725,6706.335,6794.085,19804.2475,5893.765,50802.85772889
1522886400,6793.94,6930.155,6568.4225,6774.51,19804.2475,5893.765,46331.38537677
1522972800,6774.98,6848.25,6511.6675,6611.62,19804.2475,5893.765,32318.09738004
1523059200,6615.775,7070.1625,6602.69,6897,19804.2475,5893.765,29059.04653322
1523145600,6894.8,7104.5275,6885.725,7021.1225,19804.2475,5893.765,17532.46529566
1523232000,7026.335,7177.1125,6612.285,6773.91,19804.2475,5893.765,38615.17007353
1523318400,6775.9125,6889.405,6653.08,6830.335,19804.2475,5893.765,22853.85267858
1523404800,6827.845,6973.69,6803.7375,6941.09,19804.2475,5893.765,21306.6294894
1523491200,6941.0675,8174.0425,6762.85,7920.0175,19804.2475,5893.765,75152.91366631
1523577600,7919.9375,8230.8275,7746.6875,7887.1375,19804.2475,5893.765,59637.18052413
1523664000,7884.3575,8193.325,7825.4675,8001.6225,19804.2475,5893.765,25306.62155028
